num_cells,deltaBIC,params1,params2,model1BIC,model2BIC,num_cells_nonzero_AD,total_DP,median_DP,total_AD,median_AD,new_mutation,as_mutation,fraction_b_allele,num_cells_minor_cpt
1973,5501.954841562389,[0.00200091 1.        ],[3.91095947e-01 5.91323296e-04 4.56266250e-03 9.95437338e-01],7303.294177206706,1801.3393356443166,19,399518,158.0,604,0.0,False,False,0.0005886252869114456,9.002133109913432
1973,2812.6275718322318,[0.00133066 1.        ],[6.58772612e-02 4.56742511e-04 1.32383171e-02 9.86761683e-01],4943.623507276416,2130.995935444184,45,520642,206.0,500,0.0,False,False,0.0004506960090211917,26.119199546081
1973,2576.735960841429,[0.00126192 1.        ],[8.00000000e-01 7.16144122e-04 1.01368474e-03 9.98986315e-01],4467.934759779535,1891.198798938106,8,380770,156.0,284,0.0,False,False,0.0007154181779907171,2.0
1968,2527.6791078404312,[0.0778867 1.       ],[0.11434492 0.04300339 0.52092361 0.47907639],15009.472269051512,12481.79316121108,1832,236672,108.0,18420,8.0,True,False,0.020601907878877928,942.8223416290915
1970,2453.9385461437096,[0.0051697 1.       ],[0.52042791 0.00230907 0.00255543 0.99744457],4094.372026373895,1640.4334802301855,22,103062,46.0,338,0.0,False,False,0.0023031684042010355,5.0342033202469425
1973,2453.6620452085135,[7.21793169e-04 1.00000000e+00],[3.23615160e-01 3.58184063e-04 5.06842381e-04 9.99493158e-01],3809.651246781232,1355.9892015727185,11,609870,246.0,244,0.0,False,False,0.0003580025197488971,1.0000000185156106
1973,2451.4332284878365,[9.70845093e-04 1.00000000e+00],[9.88636364e-01 5.42548945e-04 5.06842372e-04 9.99493158e-01],3790.0777769474957,1338.6445484596593,11,406038,174.0,198,0.0,False,False,0.0005422739584136497,1.0
1973,2390.26404734243,[0.00314348 1.        ],[8.25012565e-03 4.30983306e-04 3.18786040e-01 6.81213960e-01],8599.11805497691,6208.854007634481,590,975448,382.0,2928,0.0,False,False,0.0002935918445447317,628.9648572629123
1973,1981.8085453550884,[0.35650439 1.        ],[0.41683399 0.2974349  0.51368557 0.48631443],16776.26733233763,14794.458786982541,1972,238808,110.0,85136,38.0,False,True,0.14464688287681465,959.4983719504028
1973,1604.7482384680725,[0.00339176 1.        ],[1.64244899e-02 5.99277905e-04 1.53276330e-01 8.46723670e-01],5349.609598579997,3744.861360111924,263,387704,160.0,1144,0.0,False,False,0.0005074227864310142,302.41419995259446
1973,1500.1594350902901,[8.12453852e-04 1.00000000e+00],[8.61538462e-01 5.36967280e-04 5.06842372e-04 9.99493158e-01],2822.3227675806984,1322.1633324904083,12,406300,174.0,134,0.0,False,False,0.0005366951219407195,1.0
1973,1483.109845206923,[9.3274737e-04 1.0000000e+00],[7.05882353e-01 6.13408655e-04 5.06842372e-04 9.99493158e-01],2910.0169763220183,1426.9071311150954,11,375450,154.0,154,0.0,False,False,0.0006130977533733758,1.0000000000000553
1973,1460.0433461827847,[0.00151241 1.        ],[9.66101695e-01 9.72127288e-04 5.06842372e-04 9.99493158e-01],2720.9129894247685,1260.8696432419838,5,210790,86.0,122,0.0,False,False,0.0009716345726162464,1.0
1973,1409.2379794473886,[0.00331422 1.        ],[1.61514952e-02 7.30817931e-04 1.44225289e-01 8.55774711e-01],5137.639818257879,3728.40183881049,258,388478,160.0,1116,0.0,False,False,0.0006254155037795162,284.5564953495327
1973,1381.78251280133,[0.02576988 1.        ],[0.01370973 0.03509065 0.43851171 0.56148829],12968.313745951602,11586.531233150272,1825,625878,274.0,16114,6.0,False,False,0.006011876009728146,865.1836080861863
